COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
13|M|70 a 74 años|3891|0|3891|432|3690|3|2|0|0
13|M|Más de 74 años|2607|1|2607|407|2344|1|1|0|1
13|V|15 a 17 años|662|29|681|662|0|0|0|0|29
13|V|18 a 20 años|3464|19|3478|963|3167|2|0|0|19
13|V|21 a 24 años|7452|3|7454|1255|7343|160|2|0|3
13|V|25 a 29 años|11134|3|11136|2146|11083|642|33|0|3
13|V|30 a 34 años|13049|1|13050|4804|12982|1060|72|0|1
13|V|35 a 39 años|13627|1|13627|6705|13531|1606|185|0|1
13|V|40 a 44 años|14558|0|14558|7444|14443|2208|402|0|0
13|V|45 a 49 años|17119|2|17121|8677|16787|2745|559|0|2
13|V|50 a 54 años|17230|5|17234|9276|16701|2932|1088|0|5
13|V|55 a 59 años|17493|6|17494|8720|16915|2938|1480|0|6
13|V|60 a 64 años|17121|13|17122|9930|16336|2753|1293|0|13
13|V|65 a 69 años|14555|29|14555|9244|13635|1248|485|0|29
13|V|70 a 74 años|10286|47|10286|6243|9359|389|175|0|47
13|V|Más de 74 años|21271|125|21271|17069|12796|184|78|0|125
14|M|15 a 17 años|347|0|347|347|0|0|0|0|0
14|M|18 a 20 años|3116|1|3117|680|2718|0|0|0|1
14|M|21 a 24 años|9711|0|9711|1014|9539|24|0|0|0
14|M|25 a 29 años|15232|1|15233|1284|15189|57|13|0|1
14|M|30 a 34 años|18363|0|18363|2809|18307|109|27|0|0
14|M|35 a 39 años|20492|0|20492|3512|20426|182|47|0|0
14|M|40 a 44 años|21503|0|21503|5006|21369|235|78|0|0
14|M|45 a 49 años|24402|0|24402|6325|24050|241|89|0|0
14|M|50 a 54 años|23389|0|23389|6901|22773|165|67|0|0
14|M|55 a 59 años|22085|0|22085|5386|21366|122|57|0|0
14|M|60 a 64 años|17889|1|17889|3617|17235|58|13|0|1
14|M|65 a 69 años|12409|0|12409|2432|11798|19|5|0|0
14|M|70 a 74 años|5978|1|5978|942|5625|9|1|0|1
14|M|Más de 74 años|3589|0|3589|678|3183|1|0|0|0
14|V|15 a 17 años|1376|3|1378|1376|0|0|0|0|3
14|V|18 a 20 años|5848|2|5849|2205|5006|4|0|0|2
14|V|21 a 24 años|12568|0|12568|2884|12308|240|6|0|0
14|V|25 a 29 años|17800|0|17800|4334|17686|824|58|0|0
14|V|30 a 34 años|19141|0|19141|8094|19020|1210|119|0|0
14|V|35 a 39 años|21457|0|21457|11907|21320|2167|297|0|0
14|V|40 a 44 años|23400|1|23401|14724|23233|3200|553|0|1
14|V|45 a 49 años|27243|0|27243|17230|26656|4064|942|0|0
